# experiment_type: time_limit
# K: 3
# T: 10
# num_bays: 10
# time_limits: [1000, 1500, 2000, 2500]
# mip_gap: None
# seeds: [101, 202]
experiment_type,K,T,num_bays,seed,time_limit,status,objective,makespan,gap_percent,runtime,best_bound,node_count,sol_count
time_limit,3,10,10,101,1000,TIME_LIMIT,33480.82244562736,325.40291061272234,80.9168422649024,1000.010999917984,6389.198158307028,378764.0,10
time_limit,3,10,10,101,1500,TIME_LIMIT,33480.82244562736,325.40291061272234,80.51136463260833,1500.0,6524.955404432141,536648.0,10
time_limit,3,10,10,101,2000,TIME_LIMIT,33480.82244562736,325.40291061272234,80.03012243429372,2000.005999803543,6686.079250383294,718532.0,10
time_limit,3,10,10,101,2500,TIME_LIMIT,33480.82244562736,325.40291061272234,79.62526954879495,2500.00200009346,6821.627326143132,785663.0,10
time_limit,3,10,10,202,1000,TIME_LIMIT,31003.024572462044,301.13868802207185,65.9298953562223,1000.0,10562.762914573928,771838.0,10
time_limit,3,10,10,202,1500,TIME_LIMIT,31003.024572462044,301.13868802207185,64.57295629385635,1500.0009999275208,10983.45506551258,1102119.0,10
time_limit,3,10,10,202,2000,TIME_LIMIT,31003.024572462044,301.13868802207185,59.86895082840229,2000.0,12441.839035857265,1429125.0,10
time_limit,3,10,10,202,2500,TIME_LIMIT,31003.024572462044,301.13868802207185,58.61647767778619,2500.0,12830.143594506262,1883445.0,10
